sentence,sentiment,category
diving accentures website advertising generative ai implementation service business optimization solution actually improve productivity using prebuilt ai solution,postive,GenAI
also know discussion episode eighty-nine podcast accenture recently teamed aws anthropic bring generative ai enterprise,neutral,GenAI
paul think first question like clearly market responding major need,postive,GenAI
mean deploying generative ai enterprise seems something quite high demand,negative,GenAI
much help company need,postive,GenAI
firm like accenture fit,postive,GenAI
yeah,postive,GenAI
im sure hear time like youre know public speaking especially talk front like ceo business leader get line people coming saying guy u,postive,GenAI
like dont dont know turn,postive,GenAI
everyone trying figure,neutral,GenAI
present people know kind step usually recommend building ai council developing policy bowl creating ai road map,postive,GenAI
ai road map always one like,postive,GenAI
like turn,postive,GenAI
accenture theyre top market obviously,postive,GenAI
mean like four five hundred fortune one hundred company,postive,GenAI
theyre working one hundred million plus deal probably,neutral,GenAI
theyre massive deal big company,neutral,GenAI
think two billion absolutely scratching surface like size market,postive,GenAI
something weve looked see demand time back two thousand sixteen marketing history created underneath agency pr two thousand and twenty mike work together,postive,GenAI
actually vision pr two thousand and twenty,postive,GenAI
agency gon na become like ai transformation agency,postive,GenAI
gon na help company demand wasnt,postive,GenAI
way early,neutral,GenAI
mean pretty large client time didnt care,postive,GenAI
like werent even thinking stuff,postive,GenAI
know think look space consulting advisory firm agency space,neutral,GenAI
future,neutral,GenAI
there doubt,negative,GenAI
like ai agency summit,postive,GenAI
november mike think last year,neutral,GenAI
yep,postive,GenAI
went back looked slide kinda laid like opportunity agency consulting firm,postive,GenAI
area identified large language model strategy implementation ai education training ai technology integration change management couple like longer term ai agent support augmented creativity,postive,GenAI
area looked,neutral,GenAI
try figure like accenture money coming actually went looked earnings call,postive,GenAI
march 24th think,neutral,GenAI
late march two thousand twenty-four,neutral,GenAI
talked detailed money coming,neutral,GenAI
"let say julie sweet chair ceo earnings call said also six hundred million new genai booking taking u one billion, one hundred million genai sale first half fiscal year expanding early lead genai core client reinvention fifty-three thousand skilled data ai practitioner goal doubling data ai workforce forty workforce forty eighty thousand end fiscal year two thousand and twenty-six",postive,GenAI
like go couple finding earnings call basically way think listener weve looking hard data show demand adoption opportunity,postive,GenAI
think really good example kind leading edge firm showing demand skyrocketing kind stuff,postive,GenAI
julie went say client get meaning transformation need get technology transformation,neutral,GenAI
need get reinvention thats youre seeing even constraint youre seeing early interest genai,postive,GenAI
one billion sale 1st six month year,neutral,GenAI
fastest ever built sale emerging technology,neutral,GenAI
tell client understand importance ai theyre going reinvent every part enterprise,postive,GenAI
quote directly ceo,neutral,GenAI
went throughout call talk example,neutral,GenAI
say merck client said theyre launching general ai training program,neutral,GenAI
employee create world class digital leader,postive,GenAI
riat air theyre working personalized travel experience customer mondelez international one brand like oreo cadbury,postive,GenAI
theyre working reinvent satisfy customer,postive,GenAI
talked example theyre like complex new need integration across large language model theyre basically figuring like symphony large language model within company optimize prompt based model thats gon na used theyre building kind capability internally,postive,GenAI
lot talk earnings call structure simplification modernization data system,neutral,GenAI
one example talked client fifty different enterprise data source theyre trying integrate single data source,neutral,GenAI
build better generative ai capability,postive,GenAI
mean look across theyre demand still early lot foundational,negative,GenAI
like theyre trying get data place,postive,GenAI
theyre trying educate train team,neutral,GenAI
one quote education training,neutral,GenAI
oh,neutral,GenAI
acquired udacity march tech training platform,neutral,GenAI
newsroom announcement well put finding said according accenture research business leader say number one challenge inability upscale workforce fifty-one organization starting see negative impact worsening skill shortage,negative,GenAI
one ill caught attention,negative,GenAI
addition ninety-four worker say want learn new skill work generative ai,postive,GenAI
five organization provide nai training scale,neutral,GenAI
absolutely aligned everything weve seen,neutral,GenAI
weve state marketing report think 4th year 3rd 4th year,neutral,GenAI
lack education training number one obstacle every year,negative,GenAI
data say think figured last year like somewhere around like thirteen something form internal education training ai,postive,GenAI
yeah mean think like seeing early indication actual hard data show company trying figure,postive,GenAI
mean aligned youre hearing youre speaking circuit mike,neutral,GenAI
yeah,postive,GenAI
one hundred,neutral,GenAI
think important reiterate point anyone who maybe unfamiliar either consulting agency space overall enterprise need related ai,postive,GenAI
mean dont know,neutral,GenAI
think,neutral,GenAI
like company arent able go higher people many people internally type education youre almost default forced,negative,GenAI
youre one major tech company hoovering lot technical talent,postive,GenAI
youre forced work outside party knowledge thats really biggest avenue firm people educated right way able either deliver implementation foundational education,negative,GenAI
yeah,postive,GenAI
mean like two tier approach,postive,GenAI
got ta upskill know people provide literacy within team develop next generation worker leader internally lean people outside,neutral,GenAI
like wouldnt surprised five billion ten billion piece business accenture next two year,postive,GenAI
know would think there lot opportunity,postive,GenAI
like theyre even working smaller business,postive,GenAI
keep stressing people like run agency youre independent consulting whatever massive opportunity help company figure,postive,GenAI
like first inning ai transformation phase,postive,GenAI
thing start evolving there gon na kind opportunity open whether wan na go vertical specific work like law firm engineering firm retail whatever niche wan na broad,postive,GenAI
still running agency would,neutral,GenAI
mean sold agency two thousand and twenty-one world ive playing much,postive,GenAI
know certainly institute weve done ai consulting,postive,GenAI
try limit know mike capacity pretty low u consulting work,postive,GenAI
weve pretty limited,postive,GenAI
know may evolve,neutral,GenAI
may thing future,neutral,GenAI
moment like hard look see one billion dollar opportunity ahead,postive,GenAI
second big topic today company using ai anything like producing content make decision youre listening app show likely,postive,GenAI
likely actually used,neutral,GenAI
yeah,postive,GenAI
exactly,neutral,GenAI
couple new report thing paying attention seeing couple big indication legal expert sounding alarm ai industry word steaming towards legal iceberg,negative,GenAI
first day report wall street journal kicked saying quote legal scholar lawmaker least one supreme court justice agree company liable thing ai say lawsuit beginning,postive,GenAI
detail opinion several legal act spurt using ai thing mentioned wind taking legal liability includes liability output generative ai extend company using tool one building article go say quote company simply use generative ai say using openais tech part service delivered customer likely responsible output system,postive,GenAI
another report new york time came also reveals significant problem perhaps model tool trained built,negative,GenAI
say quote openai google meta ignored corporate policy altered rule discussed skirting copyright law order train model,negative,GenAI
article go report indepth effort company appear used data murky problematic way feed model including somewhat controversially relevant several ai discussion happening right data youtube,negative,GenAI
paul start mirror basically exactly discussed ai writer summit ip law expert krista laser last month,neutral,GenAI
discussion revisited talked running topic podcast krista outlined top thing understand generative ai copyright stand right u,postive,GenAI
includes fact know anything created generative ai right defend copyright claim,postive,GenAI
there element work hire agreement employee agency freelancer give ownership work used ai create since dont fact either,postive,GenAI
there overall problem individually user company may violating law dont realize using generative ai tool trained,negative,GenAI
paul kind like connecting dot,postive,GenAI
there lot unpack really sound like massive uncertainty ahead come legal implication using tool tool trained,postive,GenAI
kind sense stand today,postive,GenAI
yeah,postive,GenAI
dont mean headline coming frequently,neutral,GenAI
think mainstream medium certainly like picking running story,postive,GenAI
there nothing like really new per se come like new york time article example kind interesting inside source information,postive,GenAI
email like recording internal meeting executive,postive,GenAI
disclosing like widespread blading disregard law within big tech company pretty much openai everybodys like well,postive,GenAI
like let let go,postive,GenAI
starting learn internal working decision made skirt law training model mean u end user,neutral,GenAI
couple thing come mind,neutral,GenAI
one kind alluded mike law vary country,postive,GenAI
know oftentimes mike talk specifically u law thing familiar,neutral,GenAI
know like ai writer summit registered ninety-three different country,postive,GenAI
interview krista wanted make sure talked country law around stuff,postive,GenAI
u copyright law knowledge came guidance last march year ago generative ai basically said outlined dont,neutral,GenAI
generative ai creates nobody owns,postive,GenAI
prompt human authorship enough human authorship therefore generated work doesnt isnt owned anyone,neutral,GenAI
knowledge despite listening session theyve going,neutral,GenAI
dont believe updated additional guidance given additional indication copyright law may evolve united state,postive,GenAI
mean business user technology twenty-two thing kinda come mind,neutral,GenAI
one dont use create,negative,GenAI
need copyright something really cant use generative ai,neutral,GenAI
two bigger question around like risk,postive,GenAI
like reason court decide openai meta google anthropic everybody else trained model stole copyrighted data therefore people used model create thing liable microsoft google maybe others announced last year would cover legal cost,postive,GenAI
put link show note september 7th one microsoft brad smith vpn president,neutral,GenAI
said announcing co pilot copyright commitment would assume legal risk cost sued copyright infringement due use copilot,negative,GenAI
actually updated january two thousand and twenty-four extend basically anything done azure,postive,GenAI
thats big tech company trying like make safe use tool dont worry necessarily sued use model,postive,GenAI
dont know thats gon na make legal department like feel much better,postive,GenAI
thats kinda,neutral,GenAI
yeah know thing mentioned new york time article couple thing jumped one,postive,GenAI
one weve heard whisper like openais incredible technology,postive,GenAI
probably used like go know talk know youre using technology apparently technology created,postive,GenAI
transcribe youtube video train model,neutral,GenAI
knew certainly ethically questionable likely legally questionable,negative,GenAI
prelude talked couple episode go appear used youtube video train sora well,postive,GenAI
cade metz new york time writer said google employee aware openai harvested youtube video data,neutral,GenAI
didnt stop done thing,postive,GenAI
even though google owns youtube dont content,neutral,GenAI
dont right take content train,neutral,GenAI
basically everyone violating right,negative,GenAI
sort going know full steam ahead figuring,neutral,GenAI
got ta pay fine know thing catch u,postive,GenAI
well figure,postive,GenAI
even know recording meta executive said openai seemed used copyright material without permission,neutral,GenAI
would take meta knowledge,neutral,GenAI
would take long negotiate license publisher artist musician news industry,neutral,GenAI
set according recording,neutral,GenAI
basically knew wasnt probably legal everyone,negative,GenAI
like let let go,postive,GenAI
debate becomes like people get always laugh,postive,GenAI
like ill put stuff linkedin get get people arent lawyer,negative,GenAI
state thing definitively though like know law like fair use taken,postive,GenAI
might take,neutral,GenAI
idea,neutral,GenAI
im attorney,neutral,GenAI
im judge,neutral,GenAI
like dont know end game ruling debate whether law obsolete different story,postive,GenAI
like state opinion fair use,postive,GenAI
okay,postive,GenAI
fine,postive,GenAI
thats opinion,neutral,GenAI
wait court tell u whether actually,neutral,GenAI
thats dont know,neutral,GenAI
thats kinda like feeling like dont know,postive,GenAI
kind observing,postive,GenAI
think end probably pay fine admit knowingly dont admit pay fine,postive,GenAI
probably move doesnt slow adoption doesnt know slow innovation certainly worth paying attention wouldnt shocked said linkedin doesnt lead senate hearing,postive,GenAI
like kind thing love send,postive,GenAI
like bring tech company ceo say train,postive,GenAI
know like make show,postive,GenAI
dont know,neutral,GenAI
think itll continue gain mainstream medium headline,postive,GenAI
itll probably gain interest u lawmaker point,postive,GenAI
dont know really affect u gon na day day though,neutral,GenAI
one area somewhat relevant many brand listening talk little bit might affect work agency freelancer actually related story came well ad age documented certain brand cracking agency using ai,postive,GenAI
case totally restricting use ai without prior authorization,negative,GenAI
others theyre rightly worried way ai go wrong used,negative,GenAI
walk u start thinking agency dont output generative ai,neutral,GenAI
therefore transfer ownership via work higher agreement,postive,GenAI
yeah,postive,GenAI
mean say time like first thing get get legal counsel involved,postive,GenAI
like isnt something youre gon na solve,postive,GenAI
youve got ta lawyer room,neutral,GenAI
youve got ta get genovad policy place team also provider service provider,neutral,GenAI
like extend people contracting create content whether theyre freelancer outside video producer know freelance writer video production people graphic designer like whatever anyone who creating content behalf need clarity youre allowing,postive,GenAI
understanding theyre,neutral,GenAI
like handling internally,postive,GenAI
people trained,neutral,GenAI
process evolved,neutral,GenAI
yeah mean think need legal review contract outside service provider make sure youre expecting copyright material material copyright created know trademark youre covered agreement,postive,GenAI
know experience lot agency freelancer like trying figure stuff,postive,GenAI
dont generative ai policy people,neutral,GenAI
may like people may using ai ceo agency might even know theyre using ai,postive,GenAI
theyre theyre passing work ceo agency may actually think legitimate work find people using generative ai tool without knowledge,neutral,GenAI
like thats real possibility right,postive,GenAI
wrap im curious,postive,GenAI
advice element important generative ai policy,postive,GenAI
talk time policy set policy around critical first step brand,negative,GenAI
yeah,postive,GenAI
mean like weve gone couple time know simple technology allowed use,postive,GenAI
allowed use,neutral,GenAI
like end product theyre allowed create,postive,GenAI
disclose use technology,neutral,GenAI
youre working agency client assuming copyrighted material passed would dictate one arent even allowed use,neutral,GenAI
like use ideation outline development actual writing youre going actually write thing human,postive,GenAI
know think really need go process output trying create,postive,GenAI
way using technology,neutral,GenAI
agreement people know legal guide u,postive,GenAI
often come simply like technology youre allowed use allowed use disclose use,postive,GenAI
would always recommend go find great template,postive,GenAI
like there go search gender value policy template,postive,GenAI
get asked time,neutral,GenAI
ive originally mentioned building gpt help people develop policy,postive,GenAI
,neutral,GenAI
havent finished yet everybody always asks ive created,postive,GenAI
hopefully soon,postive,GenAI
yeah maybe well create,postive,GenAI
itll help people there great template available online,postive,GenAI
3rd big topic today going talk little bit public perception artificial intelligence new segment ai daily show getting ton buzz call false promise ai,postive,GenAI
feature john stewart skewing ai leader saying ai magically kind make everything better fact opinion clear sign actually saying displace labor reduce number job,postive,GenAI
segment true kind daily show fashion feature know cherry pick clip ai leader like mustafa sulemon saying ai fundamentally labor replacing tool interview ceo who publicly bragging quite time firing ninety percent support staff thanks ai,postive,GenAI
also mix clip politician simply say year everyone retrain technology take job,neutral,GenAI
overall point stewart kind highlighting contradiction public ai leader optimism future productivity gain created ai,postive,GenAI
kind talk around actually mean job,postive,GenAI
stewart end segment asking question know ai taken whats left rest u,neutral,GenAI
paul one recent example public backlash apprehension around impact ai,negative,GenAI
know lot thought one,neutral,GenAI
could walk u view,neutral,GenAI
yeah,postive,GenAI
eleven minute segment,neutral,GenAI
mean worth watching,postive,GenAI
funny,postive,GenAI
much give perspective techno optimist slash eac movement weve talked,postive,GenAI
people like accelerated cost matter well figure,postive,GenAI
weve transformation itll work,neutral,GenAI
job everybody therell better job,postive,GenAI
like mike much like would say like im let keep going,postive,GenAI
like let keep innovating,postive,GenAI
let keep accelerating,neutral,GenAI
think lot good gon na come im also camp think mike probably similar,postive,GenAI
thinking impact gon na people,neutral,GenAI
like ignorant disruption could cause,negative,GenAI
like always laugh people take like really hardcore stance though see future better best economist world dont seem know whats gon na happen,postive,GenAI
people like,postive,GenAI
,neutral,GenAI
,neutral,GenAI
gon na perfect,postive,GenAI
gon na work,neutral,GenAI
keep going,neutral,GenAI
people know convinced gon na devastation gon na horrible,negative,GenAI
im kind middle actually dont know whats gon na happen,postive,GenAI
shared ai timeline,postive,GenAI
think there episode eighty-seven like trying give best projection thought might occur job economy,postive,GenAI
recap like think gon na job loss,postive,GenAI
like dont know way around going certain industry profession,postive,GenAI
itll happen sooner others,neutral,GenAI
like technology industry yeah sa gon na keep seeing job,postive,GenAI
like gon na feel like happening right happening fast saas world,postive,GenAI
customer service like likely next twelve eighteen month gon na feel really pain like profession going rapidly change,postive,GenAI
could see thing like bdrs like know sale,postive,GenAI
could see thing like junior associate law firm,postive,GenAI
like definitely role think next twelve eighteen month,postive,GenAI
gon na start changing really fast,neutral,GenAI
zoom macro level dont think see massive disruption job,negative,GenAI
next twelve eighteen month thats trying kinda read market wed see technology going hearing know researcher entrepreneur like trying make best educated guess happens,postive,GenAI
thing find interesting john stewart episode think indication expect industry profession start affected,postive,GenAI
sort wouldnt say necessarily like societal backlash,negative,GenAI
commentary know specific segment people techno optimist perspective think people start get impacted could start get backlash,postive,GenAI
medium society,neutral,GenAI
think u know kinda living ai day day probably broader context around depth story,neutral,GenAI
like people theyll see sixty minute episode know ai like theyre convinced whatever saw sixty minute thing,postive,GenAI
watched john stewart thats first real interaction ai,neutral,GenAI
like think truth,postive,GenAI
well u like show people listen show thinking hearing way,postive,GenAI
weve context build point view perspective job impact industry thing like,postive,GenAI
think step back realistic whats actually going,neutral,GenAI
yeah,postive,GenAI
think interesting societal perspective going start dealing layer complexity people take interest topic people medium people government gon na gon na become there gon na depth story considering evaluating like different people look,postive,GenAI
mean watched mike,neutral,GenAI
thought opinion,neutral,GenAI
,neutral,GenAI
really enjoyed approach clip,postive,GenAI
tend agree,postive,GenAI
think really going see perspective continue rear head see headline possible layoff disruption due ai,negative,GenAI
idea look like could see quite strong narrative eventually try use ai explanation sort possible labor displacement happens next several year,postive,GenAI
yep,postive,GenAI
yeah,postive,GenAI
ill ill ill trust one thing,negative,GenAI
weekend came year year half,neutral,GenAI
dont remember first used included intro ai marketer class,neutral,GenAI
teaching think first time said ai wont replace marketer marketer use ai replace marketer dont,neutral,GenAI
actually think piloting ai course series end two thousand and twenty-two,neutral,GenAI
may said like year half two year ago,postive,GenAI
see people like dont like full like think load crap,negative,GenAI
never really understood reaction people context,neutral,GenAI
like youve heard quote know cause unfriendly reaction wan na explain came,neutral,GenAI
two thousand and seventeen back two thousand and fifteen sixteen belief radiologist done,neutral,GenAI
ai gon na become super human reading cat scan mri scan wouldnt need radiologist machine would take,postive,GenAI
kinda like growing belief,postive,GenAI
two thousand and seventeen curtis langloats,neutral,GenAI
think say name professor radiology biomedical informatics stanford university school medicine said annual meeting radiological society north america radiologist use ai replace radiologist dont,neutral,GenAI
whole premise ai wasnt gon na take tool gon na good radiologist used gon na much effective much productive radiologist didnt time either used ai didnt werent using werent gon na job radiology,postive,GenAI
gon na become critical people,negative,GenAI
looked thought wow thats basically gon na true every knowledge work profession,postive,GenAI
know writer designer engineer product developer whatever salesperson people used ai would become much efficient job time came job impacted ai gon na look around staff,postive,GenAI
staff ten staff ten thousand gon na say productive people team efficient people team create value company,postive,GenAI
belief time well obviously gon na people better ai,postive,GenAI
like become adept using tool get kind fear anxiety ai everything say like im gon na figure,postive,GenAI
im gon na become ten efficient thirty efficient seventy efficient whatever time came people like dont need many human accounting law marketing graphic design whatever,postive,GenAI
dont need many people around,neutral,GenAI
ten best,postive,GenAI
like theyre outperforming everybody thirty,postive,GenAI
thats keeping,neutral,GenAI
premise quote ai wouldnt replace marketer writer designer people using ai would replace one dont,neutral,GenAI
dont know thats still true,postive,GenAI
like see people like complaining quote say ridiculous,postive,GenAI
like ridiculous,neutral,GenAI
like dont dont dont understand logic true,postive,GenAI
evolved like dont use anymore talk class,postive,GenAI
reason dont know hold true time,negative,GenAI
like think come point ai agent like evolution intelligence explosion like talked eighty-seven episode eighty-seven maybe actually replace people,postive,GenAI
like maybe dont need many people even one using isnt gon na role,postive,GenAI
dont know,neutral,GenAI
like certainly possible future,postive,GenAI
moment still kinda believe directionally true people best chance survive thrive job loss come industry company people ai literate high performing people always true,postive,GenAI
assume ai improves performance pro outperform peer tool make valuable company make safer job loss happens,postive,GenAI
like someone perspective make false id love hear ive thought logically like two year ive yet find fault people assume job going away theyre making like leap five year saying well ai gon na take everybodys job,postive,GenAI
talking,neutral,GenAI
like okay,postive,GenAI
maybe dont know true yet,negative,GenAI
dont know mike,neutral,GenAI
like crazy,postive,GenAI
like another perspective,postive,GenAI
,neutral,GenAI
mean say like million time,postive,GenAI
know ive always struggled backlash type quote seems pretty obvious,postive,GenAI
change analogy tech technology said hey,neutral,GenAI
computer probably arent gon na replace people people using computer versus dont probably economically valuable,negative,GenAI
seems obvious,neutral,GenAI
well like yeah stay tool talk like okay,postive,GenAI
youre sale leader refuse use crm still wan na live excel mike right,postive,GenAI
mean going back exit still two thousand and twenty,neutral,GenAI
yeah,postive,GenAI
dealing client sale team refused enter data salesforce still managed crm notepad,negative,GenAI
thats feel like,postive,GenAI
like okay,postive,GenAI
there way people keep job,neutral,GenAI
kind similar analogy like new tool make much better job,postive,GenAI
refuse use im sorry,negative,GenAI
im going replace someone who using tool,neutral,GenAI
thats basically quote saying,neutral,GenAI
yeah,postive,GenAI
im sorry,negative,GenAI
like even like hot fun issue like bother much,postive,GenAI
like kinda laugh,postive,GenAI
think pretty sound logic,postive,GenAI
like ai tool help become higher performer company going reduce job force technology make workforce efficient pretty logical people use tool better performer keep job people dont,postive,GenAI
alright,postive,GenAI
yep,postive,GenAI
seems pretty obvious,postive,GenAI
alright,postive,GenAI
let dive rapid fire topic,negative,GenAI
first amazon making big move ai,postive,GenAI
maybe little uncomfortable company announced two,negative,GenAI
seven five billion investment anthropic reported past,neutral,GenAI
largest investment amazon made company,postive,GenAI
obviously clear way compete microsoft slash openai,postive,GenAI
amazon relationship anthropic far le cozy appears say reporter alex heath verge learned company agi team led svp rohit persade amazon trying compete directly anthropic building flagship model,postive,GenAI
amazon flagship model theyre building code named olympus,postive,GenAI
goal sound like olympus outperform newest claude model anthropic middle year,postive,GenAI
olympus released bird say quote itll plugged nearly every part amazon made available business aws,postive,GenAI
paul reporting verge kind dived unnamed amazon employee mentioned interesting dynamic amazon competing claude even though relying claude many foundational model service capability everyones kinda waiting holding breath olympus come,postive,GenAI
amazon stand right ai race,postive,GenAI
couple thought coming mind,neutral,GenAI
first think important context aws largest cloud provider,postive,GenAI
dont remember exact market share wan na say like low forty like market,postive,GenAI
think aws google cloud microsoft azure primary cloud provider aws dominates market,postive,GenAI
couple episode ago talked early research showing one sticky factor selecting foundation model generative ai company work data already trust data,postive,GenAI
obviously make ton sense aws amazon going continue try benefit fact house data many largest company world,postive,GenAI
initial strategy going back two thousand and twenty-three appeared everything else everything store ai,neutral,GenAI
want ai,postive,GenAI
great,postive,GenAI
come,neutral,GenAI
got anthropic,neutral,GenAI
got cohere,neutral,GenAI
got know titan model whatever need,neutral,GenAI
like got,postive,GenAI
wan na process data,neutral,GenAI
wan na run compute keep know increasing aid u bill month,neutral,GenAI
made lot sense initially also know amazon much broader interest ai,postive,GenAI
talked recent episode rufus genitive ai thats gon na infused amazon,postive,GenAI
com,neutral,GenAI
youre gon na shopping assistant know conversation basically,neutral,GenAI
im going trip italy need,neutral,GenAI
talk actually recommend product based like youre going like rather searching filter keywords,postive,GenAI
,neutral,GenAI
cant forget fact hundred thousand robot,postive,GenAI
actually news release october two thousand and twenty-three site newsroom seven hundred and fifty thousand robot working collaboratively employee taking highly repetitive task freeing employee better deliver customer,postive,GenAI
theyre testing drone deliver package,neutral,GenAI
like lot use intelligence,postive,GenAI
dramatically impactful business,neutral,GenAI
make ton sense wouldnt sitting back waiting everyone el model,neutral,GenAI
plus whole bunch proprietary data,neutral,GenAI
oh alexa,neutral,GenAI
thing would make recipe powerful foundation model,postive,GenAI
data distribution two one always talk,neutral,GenAI
thing maybe mean google certainly like im trying think else could even compete meta may maybe different type data there probably three five company world level data distribution,postive,GenAI
would make lot sense build competing foundation model,neutral,GenAI
thing least like man confusing space,negative,GenAI
"like understand accentures making two billion, five hundred million consulting youre big enterprise youre trying figure know like oh go coher",postive,GenAI
oh wait go coher right within aws,neutral,GenAI
oh aws building olympus,neutral,GenAI
maybe like wait,postive,GenAI
oh gosh,neutral,GenAI
like say like inning one figuring mean enterprise adapt adapt change management needed behind,postive,GenAI
yeah,postive,GenAI
fascinating first id heard olympus,postive,GenAI
like dont heard anything prior,postive,GenAI
yeah,postive,GenAI
hadnt either,neutral,GenAI
yeah kinda theyre intriguing thing,postive,GenAI
like weve talking lot apple building next gen version siri,postive,GenAI
got ta imagine amazon working feverishly next generation alexa well,postive,GenAI
news microsoft open appear planning build one hundred billion ai supercomputer called stargate,neutral,GenAI
mean thats great name,postive,GenAI
got ta always slightly epic sinister side think,negative,GenAI
coming reporting information,neutral,GenAI
spoke several source familiar project,neutral,GenAI
according source supercomputer would contain million specialized chip power openais artificial intelligence could cost upward one hundred billion,postive,GenAI
perspective hundred time cost,neutral,GenAI
today largest data center,neutral,GenAI
project yet formally greenlit microsoft appears track recent commentary microsoft openai many others need massive investment poor infrastructure like chip power ai,negative,GenAI
instance episode eighty-three end reported sam altman possibly seeking one trillion dollar build ai chip infrastructure,neutral,GenAI
particular project one big cat,neutral,GenAI
information say quote microsofts willingness go ahead stargate plan depends part openais ability meaningfully improve capability ai seems indicate gpt five better seriously impress saje nadella,postive,GenAI
executive microsoft far discussed launching stargate soon two thousand and twenty-eight expanding two thousand and thirty,neutral,GenAI
paul let talk kind big picture implication,postive,GenAI
one hundred x bigger anything theyve space,neutral,GenAI
pretty clear theyre thinking big seriously planning future,postive,GenAI
like type ai future see need level infrastructure,postive,GenAI
keep mentioning episode eighty-seven today go episode eighty-seven ai timeline kind address episode,postive,GenAI
openai particular assume microsoft many leading ai researcher company right continue believe advancement intelligence follow scaling law give computing power powered chip data mean data center,postive,GenAI
keep building infrastructure capability model continue get smarter,postive,GenAI
theyre know nvidia obviously theyre making much money,neutral,GenAI
power lot training run,neutral,GenAI
training run gon na get one billion dollar,neutral,GenAI
like rumored,postive,GenAI
think gbt four took dont dont know,neutral,GenAI
one hundred one million maybe train going next couple year gon na start multi one billion training run,neutral,GenAI
major model,neutral,GenAI
thats training,neutral,GenAI
get inference moment ask something,neutral,GenAI
thing,neutral,GenAI
go give prompt,neutral,GenAI
there chip powering compute enables give answer generate image generate video,neutral,GenAI
sora want able generate five minute video take lot compute power inference,postive,GenAI
theyre building model,neutral,GenAI
theyre looking ahead five year ten year saying okay,postive,GenAI
scaling law continue go,neutral,GenAI
keep giving chip keep giving data gon na need way data center,postive,GenAI
gon na need way energy capacity like nuclear fission nuclear fusion,postive,GenAI
sam invests nuclear fusion company,neutral,GenAI
gon na need stronger electrical grid,postive,GenAI
gon na need stuff,neutral,GenAI
theyre preparing world intelligent explosion occurs need way infrastructure training model inference use model,postive,GenAI
thats basically happens,neutral,GenAI
mean morning tsmc taiwan semiconductor manufacturing company linchpin two generation chip,neutral,GenAI
obviously taiwan,neutral,GenAI
"announced morning biden administration said monday planned send six billion, six hundred million federal grant tsmc",postive,GenAI
think another five million loan guarantee twenty-five billion arizona expansion bring third tsmc fabrication plant state,postive,GenAI
fabrication fabrication chip,neutral,GenAI
yeah major thing,postive,GenAI
think gon na keep hearing headline investment made space,neutral,GenAI
investing advice,neutral,GenAI
think money going go people always ask like invest ai,postive,GenAI
think infrastructure,neutral,GenAI
think company going make possible,neutral,GenAI
thats good starting point think wheres money value gon na generated next decade,postive,GenAI
lot gon na infrastructure company make ai possible,neutral,GenAI
smother news two big ai announcement shaking search potentially,negative,GenAI
first financial time report google considering charging ai powered search feature,neutral,GenAI
one option discussed google executive adding ai powered search premium subscription service,neutral,GenAI
proposed plan google traditional search engine would remain free ad would still appear basically everything,postive,GenAI
